"id_tps"	"name"	"sex"	"set"	"nat"	"age"	"weight"	"height"	"Attractiveness"
"48"	"183"	"F"	"TUR"	"TR"	22	NA	NA	2.639344262
"49"	"185"	"F"	"TUR"	"TR"	20	63	167	3.189655172
"50"	"186"	"F"	"TUR"	"TR"	22	NA	NA	2.879310345
"51"	"188"	"F"	"TUR"	"TR"	20	64	180	2.709677419
"52"	"190"	"F"	"TUR"	"TR"	21	NA	NA	3.224137931
"53"	"196"	"F"	"TUR"	"TR"	22	NA	NA	4.338709677
"54"	"197"	"F"	"TUR"	"TR"	29	NA	NA	5.06557377
"55"	"199"	"F"	"TUR"	"TR"	21	NA	NA	3.25
"56"	"200"	"F"	"TUR"	"TR"	20	58	159	1.721311475
"57"	"205"	"F"	"TUR"	"TR"	20	58	172	1.839285714
"58"	"206"	"F"	"TUR"	"TR"	21	47	160	2.179104478
"59"	"213"	"F"	"TUR"	"TR"	22	NA	NA	5.533333333
"60"	"219"	"F"	"TUR"	"TR"	20	60	160	3.233333333
"61"	"227"	"F"	"TUR"	"TR"	20	55	165	2.174603175
"62"	"232"	"F"	"TUR"	"TR"	20	52	170	2.803278689
"63"	"238"	"F"	"TUR"	"TR"	20	52	163	2.171875
"64"	"239"	"F"	"TUR"	"TR"	22	NA	NA	4.15
"65"	"256"	"F"	"TUR"	"TR"	20	NA	NA	5.148148148
"66"	"258"	"F"	"TUR"	"TR"	20	58	165	2.385964912
"67"	"275"	"F"	"TUR"	"TR"	21	54	165	3.4
"68"	"282"	"F"	"TUR"	"TR"	20	50	162	1.533333333
"70"	"286"	"F"	"TUR"	"TR"	22	65	164	1.709677419
"71"	"299"	"F"	"TUR"	"TR"	24	NA	NA	3.5
"72"	"302"	"F"	"TUR"	"TR"	22	NA	NA	2.589285714
"73"	"303"	"F"	"TUR"	"TR"	21	96	173	1.421052632
"74"	"304"	"F"	"TUR"	"TR"	22	NA	NA	4.590163934
"75"	"305"	"F"	"TUR"	"TR"	22	NA	NA	3.921875
"76"	"307"	"F"	"TUR"	"TR"	21	63	168	3.047619048
"77"	"309"	"F"	"TUR"	"TR"	21	48	168	4.614035088
"78"	"310"	"F"	"TUR"	"TR"	20	50	167	3.701754386
"79"	"323"	"F"	"TUR"	"TR"	23	NA	NA	5.163636364
"80"	"330"	"F"	"TUR"	"TR"	21	NA	NA	2.363636364
"81"	"334"	"F"	"TUR"	"TR"	20	50	177	2.886792453
"82"	"340"	"F"	"TUR"	"TR"	20	63	169	2.590163934
"83"	"341"	"F"	"TUR"	"TR"	20	61	168	3.583333333
"84"	"345"	"F"	"TUR"	"TR"	20	56	167	3.344827586
"85"	"352"	"F"	"TUR"	"TR"	23	NA	NA	5.228070175
"86"	"355"	"F"	"TUR"	"TR"	21	65	165	2.147540984
"87"	"363"	"F"	"TUR"	"TR"	21	NA	NA	3.636363636
"88"	"365"	"F"	"TUR"	"TR"	20	NA	NA	4.589285714
"89"	"366"	"F"	"TUR"	"TR"	21	45	157	2.298245614
"90"	"369"	"F"	"TUR"	"TR"	21	NA	NA	4.107142857
"91"	"374"	"F"	"TUR"	"TR"	23	NA	NA	4.516129032
"92"	"377"	"F"	"TUR"	"TR"	22	NA	NA	2.438596491
"93"	"378"	"F"	"TUR"	"TR"	22	NA	NA	2.928571429
"94"	"380"	"F"	"TUR"	"TR"	22	52	158	2.666666667
"95"	"382"	"F"	"TUR"	"TR"	21	55	167	1.690909091
"96"	"386"	"F"	"TUR"	"TR"	22	NA	NA	3.050847458
"97"	"393"	"F"	"TUR"	"TR"	23	NA	NA	3.322033898
"98"	"395"	"F"	"TUR"	"TR"	21	NA	NA	3.793650794
"99"	"398"	"F"	"TUR"	"TR"	21	52	165	2.857142857
"100"	"404"	"F"	"TUR"	"TR"	22	NA	NA	2.633333333
"101"	"405"	"F"	"TUR"	"TR"	22	NA	NA	2.083333333
"103"	"419"	"F"	"TUR"	"TR"	22	59	170	2.257575758
"104"	"424"	"F"	"TUR"	"TR"	22	NA	NA	3.545454545
"105"	"427"	"F"	"TUR"	"TR"	21	NA	NA	4.174603175
"106"	"429"	"F"	"TUR"	"TR"	20	54	155	2.216666667
"107"	"434"	"F"	"TUR"	"TR"	21	NA	NA	3.74137931
"108"	"441"	"F"	"TUR"	"TR"	21	55	175	1.709677419
"109"	"444"	"F"	"TUR"	"TR"	21	58	166	3.05
"110"	"447"	"F"	"TUR"	"TR"	21	70	169	2.767857143
"111"	"452"	"F"	"TUR"	"TR"	23	57	174	4.064516129
"112"	"453"	"F"	"TUR"	"TR"	21	52	158	3.393442623
"113"	"454"	"F"	"TUR"	"TR"	23	92	165	2.31147541
"114"	"456"	"F"	"TUR"	"TR"	21	56	169	1.984375
"115"	"457"	"F"	"TUR"	"TR"	24	49	167	3.387096774
"116"	"460"	"F"	"TUR"	"TR"	23	63	160	2.435483871
"117"	"465"	"F"	"TUR"	"TR"	23	54	165	3.459016393
"118"	"468"	"F"	"TUR"	"TR"	22	54	171	5.762711864
"119"	"470"	"F"	"TUR"	"TR"	24	56	172	1.839285714
"120"	"473"	"F"	"TUR"	"TR"	21	52	162	2.089285714
"121"	"474"	"F"	"TUR"	"TR"	23	57	174	2.017241379
"122"	"475"	"F"	"TUR"	"TR"	23	63	170	2.920634921
"123"	"484"	"F"	"TUR"	"TR"	21	58	165	2.733333333
"124"	"486"	"F"	"TUR"	"TR"	23	54	165	2.388888889
"125"	"490"	"F"	"TUR"	"TR"	21	48	161	4.865384615
"126"	"492"	"F"	"TUR"	"TR"	24	69	158	2
"127"	"493"	"F"	"TUR"	"TR"	19	68	170	1.483870968
"128"	"497"	"F"	"TUR"	"TR"	21	56	163	2.310344828
"129"	"502"	"F"	"TUR"	"TR"	23	51.8	169	2.107142857
"130"	"503"	"F"	"TUR"	"TR"	21	51	159	2.45
"131"	"505"	"F"	"TUR"	"TR"	23	67	170	2.672413793
"132"	"513"	"F"	"TUR"	"TR"	29	47	158	2.2
"133"	"514"	"F"	"TUR"	"TR"	24	59	168	3.203389831
"134"	"521"	"F"	"TUR"	"TR"	21	48	162	3.125
"135"	"523"	"F"	"TUR"	"TR"	23	63	176	2.783333333
"136"	"526"	"F"	"TUR"	"TR"	20	61	184	2.95
"137"	"527"	"F"	"TUR"	"TR"	21	54	172	4.482142857
"138"	"532"	"F"	"TUR"	"TR"	20	58	162	4.483333333
"139"	"533"	"F"	"TUR"	"TR"	22	60	166	2.709090909
"140"	"534"	"F"	"TUR"	"TR"	23	52	165	4.807017544
"141"	"535"	"F"	"TUR"	"TR"	23	60	165	3.206896552
"142"	"536"	"F"	"TUR"	"TR"	23	70	168	2.1
"143"	"537"	"F"	"TUR"	"TR"	24	53	170	4.677966102
"144"	"539"	"F"	"TUR"	"TR"	23	64	163	3.896551724
"145"	"542"	"F"	"TUR"	"TR"	22	56	161	4.389830508
"0"	"2"	"M"	"TUR"	"TR"	21	90	177	1.527777778
"1"	"4"	"M"	"TUR"	"TR"	20	80	187	3.08
"2"	"6"	"M"	"TUR"	"TR"	21	68	183	3.171052632
"3"	"7"	"M"	"TUR"	"TR"	20	85	188	2.1875
"4"	"8"	"M"	"TUR"	"TR"	21	64	190	1.766233766
"5"	"9"	"M"	"TUR"	"TR"	25	115	184	1.520547945
"6"	"10"	"M"	"TUR"	"TR"	21	85	175	1.621621622
"7"	"11"	"M"	"TUR"	"TR"	19	88	190	2.266666667
"8"	"12"	"M"	"TUR"	"TR"	19	60	175	1.986842105
"9"	"13"	"M"	"TUR"	"TR"	19	66	179	1.986486486
"10"	"15"	"M"	"TUR"	"TR"	21	70	179	2.649350649
"11"	"16"	"M"	"TUR"	"TR"	20	75	179	3.602564103
"12"	"18"	"M"	"TUR"	"TR"	21	70	175	1.91025641
"13"	"28"	"M"	"TUR"	"TR"	21	65	172	3.630136986
"14"	"31"	"M"	"TUR"	"TR"	20	105	184	1.465753425
"15"	"36"	"M"	"TUR"	"TR"	21	57	163	2.945205479
"16"	"44"	"M"	"TUR"	"TR"	21	73	180	2.236842105
"17"	"54"	"M"	"TUR"	"TR"	20	72	178	3.092105263
"18"	"55"	"M"	"TUR"	"TR"	24	74	176	1.41025641
"19"	"57"	"M"	"TUR"	"TR"	22	76	176	3.689189189
"20"	"77"	"M"	"TUR"	"TR"	22	NA	NA	1.704225352
"21"	"78"	"M"	"TUR"	"TR"	22	NA	NA	2.168831169
"22"	"79"	"M"	"TUR"	"TR"	19	NA	NA	2.945945946
"23"	"88"	"M"	"TUR"	"TR"	21	NA	NA	1.5625
"24"	"90"	"M"	"TUR"	"TR"	21	NA	NA	2.48
"25"	"93"	"M"	"TUR"	"TR"	21	NA	NA	2.757142857
"26"	"96"	"M"	"TUR"	"TR"	23	NA	NA	1.605263158
"27"	"103"	"M"	"TUR"	"TR"	21	NA	NA	2.118421053
"28"	"119"	"M"	"TUR"	"TR"	22	60	162	2.5
"29"	"121"	"M"	"TUR"	"TR"	32	NA	NA	3.142857143
"30"	"122"	"M"	"TUR"	"TR"	20	58	173	2.575342466
"31"	"140"	"M"	"TUR"	"TR"	21	100	180	1.777777778
"32"	"141"	"M"	"TUR"	"TR"	21	NA	NA	2.27027027
"33"	"142"	"M"	"TUR"	"TR"	20	91	176	2.184210526
"34"	"143"	"M"	"TUR"	"TR"	20	65	175	4.381578947
"35"	"145"	"M"	"TUR"	"TR"	20	55	170	1.46835443
"36"	"146"	"M"	"TUR"	"TR"	22	NA	NA	3.075949367
"37"	"147"	"M"	"TUR"	"TR"	21	65	175	3.368421053
"38"	"149"	"M"	"TUR"	"TR"	20	66	186	1.558441558
"39"	"161"	"M"	"TUR"	"TR"	20	77	174	2.306666667
"40"	"166"	"M"	"TUR"	"TR"	22	NA	NA	3.263157895
"41"	"168"	"M"	"TUR"	"TR"	23	70	175	1.474358974
"42"	"175"	"M"	"TUR"	"TR"	22	75	181	2.08
"43"	"191"	"M"	"TUR"	"TR"	20	61	165	1.772151899
"44"	"193"	"M"	"TUR"	"TR"	21	73	180	3.455696203
"45"	"202"	"M"	"TUR"	"TR"	24	NA	NA	3.506666667
"46"	"203"	"M"	"TUR"	"TR"	23	81	186	3.571428571
"47"	"209"	"M"	"TUR"	"TR"	24	83	180	3.930555556
"48"	"210"	"M"	"TUR"	"TR"	23	NA	NA	1.810810811
"49"	"217"	"M"	"TUR"	"TR"	26	NA	NA	1.342465753
"50"	"223"	"M"	"TUR"	"TR"	21	70	166	1.716216216
"51"	"224"	"M"	"TUR"	"TR"	20	78	184	2.41025641
"52"	"225"	"M"	"TUR"	"TR"	26	NA	NA	3.026315789
"53"	"230"	"M"	"TUR"	"TR"	20	60	172	1.973333333
"54"	"240"	"M"	"TUR"	"TR"	20	61	177	2.443037975
"55"	"241"	"M"	"TUR"	"TR"	22	70	174	2.386666667
"56"	"247"	"M"	"TUR"	"TR"	20	74	176	2.414285714
"57"	"249"	"M"	"TUR"	"TR"	21	82	183	4.432432432
"58"	"250"	"M"	"TUR"	"TR"	21	68	172	1.949367089
"59"	"251"	"M"	"TUR"	"TR"	27	116	174	1.5
"60"	"252"	"M"	"TUR"	"TR"	21	65	186	2.243243243
"61"	"267"	"M"	"TUR"	"TR"	20	90	182	1.555555556
"62"	"268"	"M"	"TUR"	"TR"	21	86	183	2.6
"63"	"289"	"M"	"TUR"	"TR"	20	62	157	2.519480519
"64"	"290"	"M"	"TUR"	"TR"	21	NA	NA	1.594594595
"65"	"291"	"M"	"TUR"	"TR"	22	NA	NA	1.921052632
"66"	"293"	"M"	"TUR"	"TR"	22	77	180	2.086956522
"67"	"296"	"M"	"TUR"	"TR"	20	68	181	3.272727273
"68"	"313"	"M"	"TUR"	"TR"	20	65	163	2.307692308
"69"	"314"	"M"	"TUR"	"TR"	20	NA	NA	4.077922078
"70"	"317"	"M"	"TUR"	"TR"	20	70	170	2.435897436
"71"	"318"	"M"	"TUR"	"TR"	20	78	187	1.602564103
"72"	"319"	"M"	"TUR"	"TR"	20	79	187	2.571428571
"73"	"322"	"M"	"TUR"	"TR"	20	81	190	2.069444444
"74"	"324"	"M"	"TUR"	"TR"	21	125	197	1.395061728
"75"	"327"	"M"	"TUR"	"TR"	21	NA	NA	2.363636364
"76"	"337"	"M"	"TUR"	"TR"	20	75	182	2.460526316
"77"	"348"	"M"	"TUR"	"TR"	22	82	183	3.025974026
"78"	"356"	"M"	"TUR"	"TR"	24	NA	NA	2.148648649
"79"	"358"	"M"	"TUR"	"TR"	22	NA	NA	2.150684932
"80"	"372"	"M"	"TUR"	"TR"	20	72	183	2.454545455
"81"	"400"	"M"	"TUR"	"TR"	21	63	172	1.670886076
"82"	"401"	"M"	"TUR"	"TR"	21	NA	NA	2.960526316
"83"	"407"	"M"	"TUR"	"TR"	28	NA	NA	1.363636364
"84"	"409"	"M"	"TUR"	"TR"	19	86	188	2.351351351
"85"	"410"	"M"	"TUR"	"TR"	20	80	173	2.025974026
"86"	"411"	"M"	"TUR"	"TR"	22	76	174	1.62962963
"87"	"413"	"M"	"TUR"	"TR"	20	64	172	2.846153846
"88"	"417"	"M"	"TUR"	"TR"	20	80	176	1.792207792
"89"	"422"	"M"	"TUR"	"TR"	24	70	175	1.815789474
"90"	"437"	"M"	"TUR"	"TR"	20	71	178	2.813333333
"91"	"440"	"M"	"TUR"	"TR"	21	67	165	2.936708861
"92"	"443"	"M"	"TUR"	"TR"	23	75	178	3.774647887
"93"	"448"	"M"	"TUR"	"TR"	25	70	178	2.146666667
"94"	"458"	"M"	"TUR"	"TR"	21	82	191	3.547945205
"95"	"459"	"M"	"TUR"	"TR"	23	84	189	2
"96"	"462"	"M"	"TUR"	"TR"	24	55	175	1.731707317
"97"	"463"	"M"	"TUR"	"TR"	25	85	188	1.520547945
"98"	"476"	"M"	"TUR"	"TR"	27	71	175	2.945945946
"99"	"477"	"M"	"TUR"	"TR"	23	82	180	2.775
"100"	"483"	"M"	"TUR"	"TR"	23	75	180	2.162162162
"102"	"496"	"M"	"TUR"	"TR"	21	60	185	1.623188406
"103"	"499"	"M"	"TUR"	"TR"	23	55	178	1.62962963
"104"	"500"	"M"	"TUR"	"TR"	23	100	186	1.759493671
"105"	"501"	"M"	"TUR"	"TR"	22	69	174	2.273972603
"106"	"506"	"M"	"TUR"	"TR"	20	96	184	2.202531646
"107"	"507"	"M"	"TUR"	"TR"	28	66	173	3.76
"108"	"510"	"M"	"TUR"	"TR"	25	80	174	2.904109589
"109"	"515"	"M"	"TUR"	"TR"	24	58	174	2.573333333
"110"	"516"	"M"	"TUR"	"TR"	23	74	177	3.042253521
"111"	"517"	"M"	"TUR"	"TR"	20	72	182	2.164383562
"112"	"520"	"M"	"TUR"	"TR"	25	69	180	4.539473684
"113"	"528"	"M"	"TUR"	"TR"	26	85	178	2.246753247
"114"	"529"	"M"	"TUR"	"TR"	22	66	167	2.418918919
"115"	"540"	"M"	"TUR"	"TR"	22	95	185	1.379746835
"0"	"1.'001Fmoe_ff.jpg'"	"F"	"NAM"	"NAM"	20	65	161.5	3.1
"1"	"2.'009FEli_ff.jpg'"	"F"	"NAM"	"NAM"	19	49	155	3.2
"2"	"3.'010FPop_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.85
"3"	"4.'014FFri_ff.jpg'"	"F"	"NAM"	"NAM"	19	59	172	3.9
"4"	"5.'015FDes_ff.jpg'"	"F"	"NAM"	"NAM"	28	54	147	2.05
"5"	"6.'016FNat_ff.jpg'"	"F"	"NAM"	"NAM"	20	44	147	4.85
"6"	"7.'017FSuz_ff.jpg'"	"F"	"NAM"	"NAM"	18	49	167	3.75
"7"	"8.'019FHan_ff.jpg'"	"F"	"NAM"	"NAM"	25	43	163.5	3.65
"8"	"9.'020FJes_ff.jpg'"	"F"	"NAM"	"NAM"	18	54	158	3.35
"9"	"10.'021FDen_ff.jpg'"	"F"	"NAM"	"NAM"	20	45	149	4
"10"	"11.'022FWin_ff.jpg'"	"F"	"NAM"	"NAM"	18	37	150	3.75
"11"	"12.'023FAne_ff.jpg'"	"F"	"NAM"	"NAM"	26	38	149	2.6
"12"	"13.'024FGra_ff.jpg'"	"F"	"NAM"	"NAM"	20	39	142	2.45
"13"	"14.'025FMem_ff.jpg'"	"F"	"NAM"	"NAM"	25	65	158	3.5
"14"	"15.'026FBon_ff.jpg'"	"F"	"NAM"	"NAM"	24	60	147	2.5
"15"	"16.'027FJas_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.85
"16"	"17.'028FAma_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.15
"17"	"18.'029FRen_ff.jpg'"	"F"	"NAM"	"NAM"	20	55	152.5	2.8
"18"	"19.'040FVic_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	1.8
"19"	"20.'045FSam_ff.jpg'"	"F"	"NAM"	"NAM"	27	61	157.5	3.1
"20"	"21.'046FNda_ff.jpg'"	"F"	"NAM"	"NAM"	20	59	156	3.25
"21"	"22.'047FIda_ff.jpg'"	"F"	"NAM"	"NAM"	20	43	153	5.35
"22"	"23.'052FEmi_ff.jpg'"	"F"	"NAM"	"NAM"	30	91	159	2.75
"23"	"24.'053FHer_ff.jpg'"	"F"	"NAM"	"NAM"	25	68	153	2.95
"24"	"25.'054FPhi_ff.jpg'"	"F"	"NAM"	"NAM"	21	35	144.5	3.15
"25"	"26.'055FAde_ff.jpg'"	"F"	"NAM"	"NAM"	20	54	166.5	2.85
"26"	"27.'056FMar_ff.jpg'"	"F"	"NAM"	"NAM"	28	40	156.5	2.55
"27"	"28.'057FEli_ff.jpg'"	"F"	"NAM"	"NAM"	25	44	159.5	3.4
"28"	"29.'058FHel_ff.jpg'"	"F"	"NAM"	"NAM"	26	61	165	3
"29"	"30.'059FLyd_ff.jpg'"	"F"	"NAM"	"NAM"	22	60	172	2.9
"30"	"31.'060FBas_ff.jpg'"	"F"	"NAM"	"NAM"	26	60	154	2.6
"31"	"32.'067FRei_ff.jpg'"	"F"	"NAM"	"NAM"	30	66	156	2.45
"32"	"33.'068FNda_ff.jpg'"	"F"	"NAM"	"NAM"	25	45	166.5	3.1
"33"	"34.'069FAnn_ff.jpg'"	"F"	"NAM"	"NAM"	30	48	159	1.85
"34"	"35.'070FHil_ff.jpg'"	"F"	"NAM"	"NAM"	29	73	160	3.1
"35"	"36.'071FMar_ff.jpg'"	"F"	"NAM"	"NAM"	25	52	171	2.55
"36"	"37.'072FEve_ff.jpg'"	"F"	"NAM"	"NAM"	23	38	153	2.45
"37"	"38.'073FEli_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2
"38"	"39.'074FLui_ff.jpg'"	"F"	"NAM"	"NAM"	25	61	157.5	3.55
"39"	"40.'075FRos_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.6
"40"	"41.'076FIng_ff.jpg'"	"F"	"NAM"	"NAM"	24	54	159.5	2.65
"41"	"42.'077FBet_ff.jpg'"	"F"	"NAM"	"NAM"	26	55	160	2.25
"42"	"43.'078FKat_ff.jpg'"	"F"	"NAM"	"NAM"	23	99	169	3.3
"43"	"44.'079FSan_ff.jpg'"	"F"	"NAM"	"NAM"	18	49	156.5	3.35
"44"	"45.'080FSte_ff.jpg'"	"F"	"NAM"	"NAM"	30	94	167	2.4
"45"	"46.'082FLen_ff.jpg'"	"F"	"NAM"	"NAM"	26	104	NA	3.2
"46"	"47.'083FVal_ff.jpg'"	"F"	"NAM"	"NAM"	19	35	161	3.15
"47"	"48.'084FSar_ff.jpg'"	"F"	"NAM"	"NAM"	20	50	157	4.25
"48"	"49.'085FKri_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.3
"49"	"50.'094FSus_ff.jpg'"	"F"	"NAM"	"NAM"	18	48	156	2.7
"0"	"1.'002Mthe_ff.jpg'"	"M"	"NAM"	"NAM"	20	76	175.5	2.47619048
"1"	"2.'003MJer_ff.jpg'"	"M"	"NAM"	"NAM"	26	51	172.5	2.9047619
"2"	"3.'004Mwar_ff.jpg'"	"M"	"NAM"	"NAM"	24	58	183	3.33333333
"3"	"4.'005MFre_ff.jpg'"	"M"	"NAM"	"NAM"	24	69	162	5.76190476
"4"	"5.'006MMic_ff.jpg'"	"M"	"NAM"	"NAM"	19	54	162.5	2.80952381
"5"	"6.'007MRud_ff.jpg'"	"M"	"NAM"	"NAM"	29	50	164	2.23809524
"6"	"7.'008MFes_ff.jpg'"	"M"	"NAM"	"NAM"	24	62	175	3
"7"	"8.'011MWil_ff.jpg'"	"M"	"NAM"	"NAM"	30	40	161.5	1.9047619
"8"	"9.'012MAug_ff.jpg'"	"M"	"NAM"	"NAM"	22	57	175.5	2.19047619
"9"	"10.'013MRic_ff.jpg'"	"M"	"NAM"	"NAM"	21	55	166.5	3.14285714
"10"	"11.'018MNic_ff.jpg'"	"M"	"NAM"	"NAM"	20	53	170.5	2.80952381
"11"	"12.'030MDin_ff.jpg'"	"M"	"NAM"	"NAM"	21	53	162.5	3.23809524
"12"	"13.'031MRic_ff.jpg'"	"M"	"NAM"	"NAM"	21	49	172	3.33333333
"13"	"14.'032MBon_ff.jpg'"	"M"	"NAM"	"NAM"	18	40	159	2.61904762
"14"	"15.'033MLor_ff.jpg'"	"M"	"NAM"	"NAM"	20	43	158	2.57142857
"15"	"16.'034MVen_ff.jpg'"	"M"	"NAM"	"NAM"	25	50	162.5	2.38095238
"16"	"17.'035MRay_ff.jpg'"	"M"	"NAM"	"NAM"	19	48	173	2.47619048
"17"	"18.'036MCle_ff.jpg'"	"M"	"NAM"	"NAM"	18	41	159	2.19047619
"18"	"19.'037MFer_ff.jpg'"	"M"	"NAM"	"NAM"	19	50	168	2.9047619
"19"	"20.'038MBer_ff.jpg'"	"M"	"NAM"	"NAM"	19	59	176	3.04761905
"20"	"21.'039MIsh_ff.jpg'"	"M"	"NAM"	"NAM"	29	72	178	3.14285714
"21"	"22.'041MZic_ff.jpg'"	"M"	"NAM"	"NAM"	19	52	170	2.0952381
"22"	"23.'042MFre_ff.jpg'"	"M"	"NAM"	"NAM"	18	51	170	3.0952381
"23"	"24.'043MSam_ff.jpg'"	"M"	"NAM"	"NAM"	18	43	162	2.71428571
"24"	"25.'044MViv_ff.jpg'"	"M"	"NAM"	"NAM"	21	47	167	2.9047619
"25"	"26.'048MReg_ff.jpg'"	"M"	"NAM"	"NAM"	29	80	170	3
"26"	"27.'049MBil_ff.jpg'"	"M"	"NAM"	"NAM"	24	64	170.5	5.57142857
"27"	"28.'050MElr_ff.jpg'"	"M"	"NAM"	"NAM"	22	52	180	2
"28"	"29.'051MTji_ff.jpg'"	"M"	"NAM"	"NAM"	19	49	177	2.28571429
"29"	"30.'061MAnt_ff.jpg'"	"M"	"NAM"	"NAM"	25	59	169	3.38095238
"30"	"31.'062MBre_ff.jpg'"	"M"	"NAM"	"NAM"	22	60	173	4.38095238
"31"	"32.'063MDio_ff.jpg'"	"M"	"NAM"	"NAM"	25	55	174	2.9047619
"32"	"33.'064MRay_ff.jpg'"	"M"	"NAM"	"NAM"	29	75	167	2.71428571
"33"	"34.'065MJoh_ff.jpg'"	"M"	"NAM"	"NAM"	18	47	163	2.38095238
"34"	"35.'066MWen_ff.jpg'"	"M"	"NAM"	"NAM"	18	53	173	2.28571429
"35"	"36.'081MWil_ff.jpg'"	"M"	"NAM"	"NAM"	26	62	164	3.42857143
"36"	"37.'086MGer_ff.jpg'"	"M"	"NAM"	"NAM"	27	75	169	2.66666667
"37"	"38.'087MJua_ff.jpg'"	"M"	"NAM"	"NAM"	25	89	172	3.04761905
"38"	"39.'088MHar_ff.jpg'"	"M"	"NAM"	"NAM"	NA	NA	NA	2.19047619
"39"	"40.'089MMar_ff.jpg'"	"M"	"NAM"	"NAM"	25	63	172.5	3.57142857
"40"	"41.'090MElr_ff.jpg'"	"M"	"NAM"	"NAM"	23	54	166.5	4.14285714
"41"	"42.'091MChr_ff.jpg'"	"M"	"NAM"	"NAM"	24	65	172	4.095238095
"42"	"43.'092MBen_ff.jpg'"	"M"	"NAM"	"NAM"	26	46	153.5	2.19047619
"43"	"44.'093MBru_ff.jpg'"	"M"	"NAM"	"NAM"	26	63	172	3.047619048
"44"	"45.'095MMar_ff.jpg'"	"M"	"NAM"	"NAM"	26	66	180	2.571428571
"45"	"46.'096MAnt_ff.jpg'"	"M"	"NAM"	"NAM"	27	51	176	1.952380952
"46"	"47.'097MAle_ff.jpg'"	"M"	"NAM"	"NAM"	26	47	162	3.428571429
"47"	"48.'098MMag_ff.jpg'"	"M"	"NAM"	"NAM"	26	48	158.5	2.904761905
"48"	"49.'099MPau_ff.jpg'"	"M"	"NAM"	"NAM"	24	50	164	2.857142857
"0"	"Fro1898"	"F"	"RO"	"RO"	21	68	171	1.575757576
"1"	"Fro1904"	"F"	"RO"	"RO"	21	NA	NA	3.060606061
"2"	"Fro1907"	"F"	"RO"	"RO"	21	53	164	2.454545455
"3"	"Fro1915"	"F"	"RO"	"RO"	20	58	173	2.727272727
"4"	"Fro1922"	"F"	"RO"	"RO"	24	NA	NA	1.909090909
"5"	"Fro1929"	"F"	"RO"	"RO"	20	NA	NA	3.121212121
"6"	"Fro1932"	"F"	"RO"	"RO"	20	48	165	2.636363636
"7"	"Fro1945"	"F"	"RO"	"RO"	20	59	174	2.303030303
"8"	"Fro1950"	"F"	"RO"	"RO"	20	NA	NA	4.060606061
"9"	"Fro1951"	"F"	"RO"	"RO"	21	NA	NA	2.181818182
"10"	"Fro1986"	"F"	"RO"	"RO"	23	50	163	2.787878788
"11"	"Fro1991"	"F"	"RO"	"RO"	23	47	170	2.272727273
"12"	"Fro1993"	"F"	"RO"	"RO"	25	58	165	1.848484848
"13"	"Fro1994"	"F"	"RO"	"RO"	28	NA	NA	2.242424242
"14"	"Fro2007"	"F"	"RO"	"RO"	20	52	162	2.575757576
"15"	"Fro2395"	"F"	"RO"	"RO"	20	NA	NA	2.848484848
"16"	"Fro2400"	"F"	"RO"	"RO"	23	NA	NA	1.787878788
"17"	"Fro2412"	"F"	"RO"	"RO"	23	NA	NA	1.787878788
"18"	"Fro2414"	"F"	"RO"	"RO"	22	72	180	1.666666667
"19"	"Fro2416"	"F"	"RO"	"RO"	22	42	153	2.242424242
"20"	"Fro2417"	"F"	"RO"	"RO"	22	NA	NA	2.363636364
"21"	"Fro2424"	"F"	"RO"	"RO"	32	NA	NA	2.787878788
"22"	"Fro2427"	"F"	"RO"	"RO"	22	46	160	3.181818182
"23"	"Fro2430"	"F"	"RO"	"RO"	29	53	163	3.515151515
"24"	"Fro2432"	"F"	"RO"	"RO"	21	52	165	1.727272727
"25"	"Fro2435"	"F"	"RO"	"RO"	42	NA	NA	2.121212121
"26"	"Fro2440"	"F"	"RO"	"RO"	21	62	173	3.848484848
"27"	"Fro2442"	"F"	"RO"	"RO"	22	NA	NA	3.696969697
"28"	"Fro2453"	"F"	"RO"	"RO"	21	58	162	2.393939394
"29"	"Fro2460"	"F"	"RO"	"RO"	19	NA	NA	3.424242424
"30"	"Fro2467"	"F"	"RO"	"RO"	24	NA	NA	1.696969697
"31"	"Fro2478"	"F"	"RO"	"RO"	22	NA	NA	2.03030303
"32"	"Fro2485"	"F"	"RO"	"RO"	25	NA	NA	2.515151515
"33"	"Fro2489"	"F"	"RO"	"RO"	21	NA	NA	2.242424242
"34"	"Fro2490"	"F"	"RO"	"RO"	39	NA	NA	1.393939394
"35"	"Fro2523"	"F"	"RO"	"RO"	22	45	167	4.151515152
"36"	"Fro27"	"F"	"RO"	"RO"	21	50	158	1.757575758
"37"	"Fro29"	"F"	"RO"	"RO"	24	54	160	1.909090909
"38"	"Fro32"	"F"	"RO"	"RO"	20	50	155	1.606060606
"39"	"Fro35"	"F"	"RO"	"RO"	19	41	162	2.272727273
